chr	start	end	nCG	meanMethy1	meanMethy2
chr1	84618067	84618603	8	0.718664383243184	0.124514919828852
chr1	113078508	113078588	12	0.848928054090315	0.328057606439116
chr3	55827777	55828129	8	0.329919854336306	0.88268589543932
chr16	83385375	83385632	10	0.307022447045073	0.839800850202313
chr12	11861510	11861769	10	0.628216602011681	0.117023120653682
chr1	189997105	189997281	10	0.411973423391679	0.917512029648689
chr3	41133008	41133258	10	0.669759462733348	0.149228266681499
chr3	82762898	82763150	9	0.712762449776755	0.101493248546473
chr15	7584388	7584639	11	0.2299376584383	0.743506029548451
chrX	40784481	40784588	10	0.269302391323322	0.830614084951884
chr10	10420438	10420645	10	0.138180707459435	0.694793056646053
chr14	14067215	14067362	10	0.784474590455099	0.211908640019247
chr20	1961561	1961728	10	0.21634888190888	0.765560721273611
chr7	110854504	110854667	10	0.592198643518102	0.0854022058752025
chr1	205484021	205484256	10	0.310235582513373	0.833921517721697
chr2	87814077	87814538	9	0.206030896682887	0.761348408893099
chr11	10539856	10540054	10	0.743611620428175	0.213477147602942
chr1	58941649	58941825	8	0.761608735492534	0.145864883383153
chr9	58874435	58874762	10	0.415279837088132	0.903935773366939
chr9	3973368	3973453	11	0.450998943724636	0.905906150486648
chr4	96686212	96686481	10	0.305885932751009	0.85155816022395
chr8	97761980	97762064	12	0.807052548560924	0.313141990792362
chr11	26262552	26262898	8	0.760750096163744	0.142749034102887
chr2	148811004	148811632	11	0.445415795487366	0.917979509681965
chr19	30466036	30466284	8	0.235680871574671	0.847176860932729
chr14	80708136	80708334	11	0.449807201004699	0.92485525868715
chr15	77213404	77214006	9	0.388216110748706	0.920755022217905
chr13	84544247	84544466	8	0.648364300915405	0.0569891881626783
chr1	6668352	6668578	10	0.239413205951784	0.764653918646696
chr13	81037709	81037850	10	0.251279708091371	0.813219445923184
chr14	9660807	9661467	8	0.820614969665895	0.187400642681589
chr13	88675326	88675481	11	0.826478603882056	0.306414492622307
chr16	21963953	21964084	10	0.566378397203418	0.0846829651137934
chr10	51032278	51032476	11	0.718533708795836	0.211614655374377
chr7	72374521	72374804	9	0.285616888975671	0.835809429017961
chr2	40721595	40721713	8	0.270282900156184	0.895461555385513
chr11	97622377	97622621	10	0.414388100280645	0.901062488645799
chr17	10786486	10787037	8	0.718063714698462	0.12678418726419
chr3	133474529	133474616	10	0.337179495062001	0.879756859210001
chr10	50326860	50327061	10	0.699196792440167	0.150102055788999
chr3	115844272	115844497	10	0.305461032587167	0.846337890964589
chr13	22274602	22274765	10	0.546564766917024	0.0559400714467861
chr7	89813452	89813849	8	0.817911601367717	0.234510264500181
chr13	22298730	22298831	11	0.512399927957043	0.0599445882297999
chr1	141886035	141886467	11	0.59097347152935	0.116607290459218
chr1	193376014	193376074	4	0.916964098109347	0.086248765381494
chr1	194956906	194957035	10	0.914697140032529	0.378388372285494
chr1	133934883	133935054	10	0.75236638250702	0.189572449325228
chr17	25172788	25172882	6	0.785137943089222	0.0718159602845701
chr7	12675009	12675657	8	0.227286700145301	0.785793959393982
chr2	179445940	179446102	8	0.22878500469211	0.842750922795073
chr16	12853500	12853766	8	0.214295282196558	0.831539359983157
chr8	96322817	96323041	10	0.249593086372109	0.827711625915899
chr13	33712277	33712360	10	0.683317242553856	0.15046930118176
chrX	14208242	14208299	10	0.740023488845974	0.215154078099077
chr6	99034572	99034816	10	0.571865952356674	0.0653129975498876
chr5	44524060	44524269	10	0.311533510757081	0.840464608133057
chr14	19600123	19600271	8	0.749065598963205	0.138612622016314
chr10	12423219	12423500	10	0.822036922454831	0.299251958678236
chr9	41724845	41725162	10	0.632258758811842	0.13050457374293
chr3	15912999	15913468	8	0.694790013927595	0.109379586617719
chr3	110304469	110304665	10	0.314393831013517	0.871498382942787
chr10	87854316	87854389	10	0.685097958232685	0.154416009299302
chr7	54662397	54662626	11	0.290655583790587	0.757202805094025
chr8	64585115	64585310	10	0.66987345725285	0.123043616671279
chr8	30123552	30123619	13	0.274426269852641	0.802958655989621
chr14	11372848	11373038	10	0.63023023001458	0.0881711125937055
chr17	18552315	18552555	12	0.623285626220861	0.102901768052355
chr3	120769698	120770024	10	0.791339302890584	0.239065899264768
chr8	107374257	107375320	8	0.431063805146043	0.921939775113183
chr17	21337933	21338264	10	0.16151576478293	0.718750575528372
chr3	44375040	44375375	10	0.471904652801638	0.94619835388181
chr9	30018726	30018820	10	0.261923985864592	0.806264164022976
chr7	134942080	134942299	9	0.71105065624864	0.127309497384918
chr1	187952280	187952365	10	0.262645084193028	0.824343657626149
chr8	100938964	100939089	11	0.85582322492683	0.372908882301718
chr8	118989191	118989510	10	0.818909101704171	0.288394910481624
chr20	2773722	2773923	10	0.546275551418054	0.0672027073711798
chr14	8194149	8194395	10	0.314578212422623	0.863706305785438
chr14	37247310	37247436	10	0.722674745488888	0.186718885761827
chr9	57505694	57505818	10	0.742694772991973	0.208130255297516
chr2	119337533	119337881	10	0.686600487303763	0.1667795526588
chr5	55990241	55990535	8	0.750323751540834	0.15069698983596
chr11	59296779	59297331	8	0.710249128139602	0.151662892087575
chr10	98433982	98434133	10	0.591194985118663	0.0609113548248906
chrX	100299673	100300181	11	0.397825296379488	0.892229845077877
chr3	67764140	67764291	10	0.281963574730567	0.841383719243412
chr5	67647139	67647307	10	0.752665116176118	0.204099186323641
chr14	79489705	79489940	8	0.281479597600027	0.883215438972425
chr7	75992880	75993187	10	0.429014120042627	0.931402383973627
chr17	40031472	40031636	10	0.740156869879771	0.194246025900368
chrX	83670440	83670543	10	0.350050501707738	0.894236757523427
chr10	78157452	78157657	10	0.664537270468154	0.119427834370582
chr3	105300759	105301028	10	0.295370965174897	0.812894623425659
chr8	11493045	11493276	10	0.784338770805864	0.203000175585909
chr15	64380214	64380461	10	0.805844840812316	0.262256528398684
chr1	17577346	17577924	10	0.842585846428086	0.336591607375597
chr1	141005923	141006517	10	0.70300181123236	0.184538256438633
chr5	10487374	10487519	10	0.736196913657225	0.159252215005689
chr3	64476664	64477461	9	0.612232866926195	0.0938982615435137
chr16	53297850	53298162	9	0.263769229475356	0.802859543911441
chr5	32652632	32652902	4	0.902871366706227	0.179656306688024
chr7	10178047	10178227	10	0.73979578024038	0.206030905852381
chr15	27991688	27991884	10	0.243259862969352	0.803666890286809
chr3	133647390	133647672	10	0.686957359406202	0.15854382042441
chr20	11793027	11793238	10	0.648801775544349	0.118814716875465
chr14	60906871	60907071	10	0.354008400376144	0.875400884631302
chr16	2497202	2497413	8	0.789692099842704	0.173691299422919
chr3	34021696	34021948	11	0.649010677784775	0.157591272487855
chr15	19748247	19748826	9	0.767376908813571	0.194164497373517
chr5	88607614	88607830	6	0.127012226986921	0.847832732916072
chr7	126923240	126923543	10	0.688404833901254	0.157310147524408
chr3	27156396	27156758	10	0.722323990043949	0.182349861430255
chr13	14141695	14141962	10	0.210641795966594	0.767033850946356
chr5	16753013	16753224	10	0.668525723363402	0.138102034472373
LNAT02005948	177411	177724	10	0.688036833524093	0.128050878185222
chrX	56109937	56111120	10	0.384199396942198	0.8827678214903
chr19	11251554	11252176	8	0.202677241223397	0.792511719743892
chr11	26245036	26245273	10	0.242047513386873	0.782389167365727
chr14	81238232	81238342	11	0.221373437117386	0.717451333867398
chr4	113296770	113296837	10	0.883853653159402	0.258963311603743
chr3	41739377	41739472	7	0.157880797329538	0.845475779663818
chr14	79680850	79681065	10	0.396633947307881	0.899086019427369
chr1	49551320	49551517	10	0.554391775878858	0.0435337454879785
chr17	19000034	19000770	11	0.757064476119926	0.278924609455497
chr15	72360189	72360394	6	0.839196803240142	0.156548229442721
chr6	8121772	8122006	10	0.356910503641095	0.860009653547861
chr12	66342552	66342778	12	0.751111421217601	0.160951493291049
chr16	62209504	62209867	8	0.650886601454023	0.0714536663491133
chr13	47288132	47288234	10	0.2808774687476	0.883350360356911
chr4	140376180	140376234	10	0.772395136931561	0.20067063352863
chr8	97151896	97152071	11	0.371239805619368	0.83804816231288
chr8	122729010	122729236	10	0.409531363030185	0.920654745575485
chr2	144488511	144488921	11	0.749329089890981	0.241417107505007
chr14	12689677	12690048	6	0.834890925139447	0.141319547453082
chr1	144275677	144275746	8	0.777483585964745	0.129774269211872
chr4	116325256	116325569	6	0.742846779783928	0.081062891941259
chr2	180408718	180408856	8	0.250419766619874	0.879459561305702
chr16	66562884	66563127	8	0.740118133065861	0.138548414499826
chr5	88954950	88955055	10	0.789988144761479	0.236944168526997
chr6	105912515	105912641	10	0.257608553181928	0.842621805138068
chr4	32935038	32935222	11	0.780513194226565	0.283884865507142
chr8	5094692	5094754	10	0.69165120004237	0.101774478211392
chr14	25136447	25136620	8	0.702716012702863	0.100219079258302
chr1	175767091	175767332	10	0.376330179601882	0.90528163380627
chr3	127725437	127725557	10	0.660557321079487	0.10098252638545
chr11	39836487	39837056	10	0.370593904742564	0.851357929761301
chr16	587751	588094	10	0.677964631189761	0.136808123599678
chr4	16979331	16979613	8	0.814002049275298	0.20447682696715
chr13	5036582	5036835	8	0.380676192117934	0.939087944048676
chr9	66153861	66154084	10	0.332714977846529	0.862046829464354
chr6	98899944	98900060	6	0.886776647489621	0.152565790102233
chr1	77812424	77812560	10	0.656098927683179	0.116513014893815
chr7	65418329	65418603	10	0.422936027227181	0.920315320822847
chr2	165926254	165926579	6	0.873005950968353	0.159985340675045
chr15	26310923	26311200	10	0.36696012499932	0.883249101648685
chr2	133060127	133060278	11	0.814078121573276	0.276531752562816
chr13	69715339	69715646	10	0.685850983759377	0.133952849096082
chr3	87345916	87346245	8	0.847605102815278	0.249486620680617
chr2	180392856	180393001	11	0.410092845691397	0.876603146265676
chr14	76162001	76162189	6	0.0747387061109687	0.815274716370608
chr2	27715973	27716193	10	0.687829290071396	0.170839735173172
chr16	4038019	4038355	11	0.373954360447713	0.85787047431579
chr5	55937124	55937309	10	0.662979041347312	0.137120326428457
chr17	29540410	29540580	10	0.77948838797717	0.264163108370981
chr4	105521170	105521358	11	0.42743469722587	0.878494276140722
chr2	187664734	187664948	10	0.318955488193912	0.83232092433221
chr9	16833384	16833532	10	0.66557702069345	0.129003228119576
chr8	3703451	3703748	10	0.78790282222563	0.230866215087377
chr2	81389068	81389182	11	0.473740788667679	0.917888996222549
chr3	79391266	79391614	10	0.739044752779677	0.150670534276889
chr19	1298510	1298675	10	0.794344898837413	0.219256050635738
chr4	38407688	38407897	10	0.720110063980108	0.165589850349129
chr8	93802483	93802712	11	0.800096535473837	0.220634839011787
chr14	89920957	89921139	9	0.792318595994206	0.217424518383942
chr4	54710236	54710330	10	0.374536527601863	0.895933850481724
chr11	626762	626900	11	0.444701047689393	0.909317314652255
chr5	49866243	49866613	8	0.345884636250569	0.894088484200939
chr7	62643853	62644031	8	0.901110206574133	0.285019128534696
chr3	6533270	6533586	10	0.764851083611159	0.229399695268967
chr2	174446622	174446773	10	0.711849467665036	0.161455842673753
chr2	83069666	83069865	10	0.407089260741887	0.905414373117441
chr16	45149608	45149980	10	0.372700809313272	0.883827962529139
chr13	42105980	42106067	10	0.283544068344216	0.825517904415366
chrX	15375530	15375635	10	0.805122880979434	0.234610889171258
chr13	3081913	3082010	11	0.402389622605504	0.873539522224309
chr2	174518179	174518463	9	0.685388158390683	0.141390946977992
chr11	77865503	77865775	10	0.424658236634628	0.898441687674733
chr1	66609466	66609671	10	0.371022494053161	0.870666225360119
chr17	26884940	26885210	6	0.769151068497568	0.100365466139317
chr17	30506870	30507076	10	0.648715281369665	0.111834138646527
chr1	159095285	159095719	10	0.734276972773211	0.193733430645175
chr9	87585399	87585521	10	0.395606869747948	0.895913046568353
chr1	113749341	113749413	11	0.347633076330639	0.842940247778076
chr3	61971805	61972011	10	0.650011166525276	0.105795986302075
chr15	43163642	43163835	10	0.381108847300567	0.886875439268388
chr6	118242610	118242861	11	0.304022073512659	0.790511456713103
chr10	101437607	101437887	10	0.629599181717909	0.132476885753891
chr3	50281982	50282658	11	0.638092234844736	0.153272076433889
chr7	130153383	130153748	6	0.746695262545172	0.0733355749804621
chr16	43743954	43744164	8	0.813507001094488	0.15458017488975
chr2	27209092	27209220	11	0.155321039939234	0.665700305396418
chr4	134640343	134640609	8	0.370918038829425	0.927181420911485
chr10	87947254	87947654	8	0.706528165693902	0.108598013092863
chr2	59918371	59918583	10	0.704092739843164	0.126813438934539
chr10	56785789	56786030	10	0.568838353339388	0.0696865226623115
chr3	90734037	90734405	10	0.730870883744632	0.160292371187858
chr12	64430960	64431233	11	0.232717972196753	0.742099950494028
chr8	118620368	118621018	9	0.414475185135812	0.920896937471952
chr3	11147485	11147634	8	0.268112898513914	0.905164773752907
chr1	179127856	179128038	10	0.688528202766405	0.151107985339743
chr10	94050176	94050637	10	0.291150919365817	0.825405985733023
chr1	126344512	126344640	11	0.717975902710315	0.220998765010037
chr2	168110010	168110327	8	0.342345356587817	0.897464144468666
chr4	64764648	64764794	12	0.849730218756842	0.34328042348237
chr7	59949269	59949473	11	0.852350837956651	0.364705484605657
chr7	110846019	110846247	8	0.311590644606598	0.881231619091672
chr1	81985807	81986038	11	0.0312800614167975	0.498617343173706
chr6	63063111	63063377	8	0.813359080401422	0.197600157210125
chrX	108674799	108675057	11	0.786865615651791	0.262607342845788
chr1	77474133	77474300	10	0.37669523895635	0.883542132061243
LNAT02010410	19125	19284	9	0.277190943199478	0.871268679725713
chr6	107042470	107042840	10	0.354587553261259	0.858068588093013
chr6	63256386	63256599	8	0.307566382883818	0.911610621670245
chr2	70081196	70081254	8	0.199347462381472	0.851103016818555
chr11	32819394	32819745	8	0.661035119388252	0.0821330726971699
chr8	120199496	120199793	10	0.726682129738478	0.204282027761102
chr20	7679993	7680241	10	0.611228993650637	0.0896091217011795
chr14	98681020	98681161	11	0.41446344517053	0.897522012121125
chr2	2063242	2063611	9	0.715770083807998	0.162250804670602
chr5	46285299	46285497	10	0.367400650547935	0.872792744691656
chr9	11318270	11318520	11	0.707184460965226	0.196517984648245
chrX	38454536	38455439	10	0.73677671975849	0.160142412919089
chr8	119613753	119614148	10	0.33502632884407	0.855743111928534
chr8	37860249	37860414	10	0.649191660391435	0.139352462666019
chr2	143712980	143713093	10	0.725362736152695	0.126670475712082
chr8	101418926	101419148	10	0.708379097397486	0.179325561865405
chr6	32751799	32751950	10	0.362201203769941	0.853825121846537
chr2	142252910	142252975	11	0.353802870819707	0.848885481493126
chr6	24988187	24988334	8	0.795348088036771	0.182720180711582
chr14	38287706	38287790	12	0.668995121817252	0.172753655915405
chr10	43746166	43746433	8	0.803497614038348	0.198291823137164
chr13	39073967	39074066	10	0.366649621853436	0.881869987100632
chr6	89847293	89847390	10	0.765905492643848	0.218313668844049
chrX	4739694	4739883	11	0.399740316868103	0.862892938774832
chr10	42103551	42103714	10	0.735204442158272	0.17915093975702
chr4	77709427	77709574	8	0.242988701042466	0.882175387613156
chr2	177742985	177743163	8	0.248322709582003	0.851121505181837
chr1	199029146	199029403	9	0.303858356568759	0.831764498487858
chr11	110186793	110187059	10	0.250987759598209	0.799486265886343
chr9	100047193	100047356	11	0.337773053510779	0.863113826441827
chr1	212306333	212306423	11	0.46547040627424	0.908425735751905
chr4	74334010	74334071	8	0.688868935358518	0.0476260931492532
chr3	62520909	62521659	9	0.358927117998145	0.898479412176222
chr13	11939206	11939367	10	0.765638136988918	0.199736462609522
chr13	85814985	85815173	10	0.7693434514513	0.215498244517741
chr15	24305491	24305679	10	0.729724773651053	0.198136340510138
chr8	126121201	126121428	10	0.213560277253353	0.754172996499843
chr5	37344721	37344864	10	0.695342754957667	0.167127962882667
LNAT02001807	1857	2725	9	0.734839080072609	0.108471899307773
